Linear Regression,Random Forest,SVR
0.931480894264472,0.9606284711088614,0.9306641818622411
0.9265892124266019,0.9578361937714196,0.9260872427745922
0.9252758596799906,0.9537065924565569,0.9248235469480184
0.9293446211494338,0.9610075197163404,0.9292786757931015
0.9231017640784615,0.9528268036774534,0.9224856363273617
