state,county,NAME,median_income,population,year
72,091,"Manatí Municipio, Puerto Rico",18046.0,43497,2013
72,105,"Naranjito Municipio, Puerto Rico",16685.0,30256,2013
72,125,"San Germán Municipio, Puerto Rico",15696.0,35070,2013
72,013,"Arecibo Municipio, Puerto Rico",16977.0,95185,2013
72,015,"Arroyo Municipio, Puerto Rico",16350.0,19443,2013
72,054,"Florida Municipio, Puerto Rico",16750.0,12645,2013
72,115,"Quebradillas Municipio, Puerto Rico",15221.0,25738,2013
72,099,"Moca Municipio, Puerto Rico",14717.0,39755,2013
72,049,"Culebra Municipio, Puerto Rico",16188.0,1478,2013
72,123,"Salinas Municipio, Puerto Rico",13495.0,30807,2013
72,087,"Loíza Municipio, Puerto Rico",19085.0,29549,2013
72,153,"Yauco Municipio, Puerto Rico",15053.0,41194,2013
72,005,"Aguadilla Municipio, Puerto Rico",15847.0,59982,2013
72,023,"Cabo Rojo Municipio, Puerto Rico",17228.0,50869,2013
72,083,"Las Marías Municipio, Puerto Rico",15779.0,9699,2013
72,109,"Patillas Municipio, Puerto Rico",14506.0,19017,2013
72,149,"Villalba Municipio, Puerto Rico",16754.0,25618,2013
72,007,"Aguas Buenas Municipio, Puerto Rico",14902.0,28378,2013
72,021,"Bayamón Municipio, Puerto Rico",24374.0,204725,2013
72,031,"Carolina Municipio, Puerto Rico",28674.0,173994,2013
72,035,"Cayey Municipio, Puerto Rico",21223.0,47700,2013
72,065,"Hatillo Municipio, Puerto Rico",19199.0,41932,2013
72,069,"Humacao Municipio, Puerto Rico",20156.0,57823,2013
72,075,"Juana Díaz Municipio, Puerto Rico",17139.0,50365,2013
72,101,"Morovis Municipio, Puerto Rico",14797.0,32609,2013
72,097,"Mayagüez Municipio, Puerto Rico",15112.0,87161,2013
72,133,"Santa Isabel Municipio, Puerto Rico",18033.0,23231,2013
72,139,"Trujillo Alto Municipio, Puerto Rico",31261.0,73970,2013
72,047,"Corozal Municipio, Puerto Rico",16219.0,36828,2013
72,095,"Maunabo Municipio, Puerto Rico",18446.0,12070,2013
72,111,"Peñuelas Municipio, Puerto Rico",14938.0,23783,2013
72,113,"Ponce Municipio, Puerto Rico",17211.0,162793,2013
72,131,"San Sebastián Municipio, Puerto Rico",14463.0,41798,2013
72,135,"Toa Alta Municipio, Puerto Rico",28255.0,74561,2013
72,137,"Toa Baja Municipio, Puerto Rico",23934.0,88195,2013
72,147,"Vieques Municipio, Puerto Rico",17355.0,9273,2013
72,003,"Aguada Municipio, Puerto Rico",15665.0,41595,2013
72,025,"Caguas Municipio, Puerto Rico",23924.0,141600,2013
72,041,"Cidra Municipio, Puerto Rico",24224.0,43238,2013
72,043,"Coamo Municipio, Puerto Rico",17645.0,40579,2013
72,089,"Luquillo Municipio, Puerto Rico",18593.0,19918,2013
72,019,"Barranquitas Municipio, Puerto Rico",15127.0,30218,2013
72,129,"San Lorenzo Municipio, Puerto Rico",17743.0,40701,2013
72,011,"Añasco Municipio, Puerto Rico",16568.0,29086,2013
72,039,"Ciales Municipio, Puerto Rico",13802.0,18509,2013
72,071,"Isabela Municipio, Puerto Rico",15495.0,45315,2013
72,073,"Jayuya Municipio, Puerto Rico",19489.0,16413,2013
72,085,"Las Piedras Municipio, Puerto Rico",18632.0,38777,2013
72,119,"Río Grande Municipio, Puerto Rico",22947.0,54035,2013
72,143,"Vega Alta Municipio, Puerto Rico",18184.0,39856,2013
72,145,"Vega Baja Municipio, Puerto Rico",16453.0,58782,2013
41,015,"Curry County, Oregon",39516.0,22361,2013
41,021,"Gilliam County, Oregon",44743.0,1915,2013
41,027,"Hood River County, Oregon",56725.0,22427,2013
41,037,"Lake County, Oregon",33611.0,7862,2013
41,051,"Multnomah County, Oregon",52511.0,747641,2013
42,103,"Pike County, Pennsylvania",59340.0,57179,2013
42,109,"Snyder County, Pennsylvania",46513.0,39711,2013
42,115,"Susquehanna County, Pennsylvania",48231.0,42948,2013
42,039,"Crawford County, Pennsylvania",42504.0,88173,2013
42,049,"Erie County, Pennsylvania",45202.0,280518,2013
42,057,"Fulton County, Pennsylvania",48461.0,14779,2013
42,067,"Juniata County, Pennsylvania",46163.0,24737,2013
42,107,"Schuylkill County, Pennsylvania",45012.0,147700,2013
42,131,"Wyoming County, Pennsylvania",48482.0,28177,2013
42,001,"Adams County, Pennsylvania",59492.0,101496,2013
42,005,"Armstrong County, Pennsylvania",45241.0,68614,2013
42,035,"Clinton County, Pennsylvania",42184.0,39501,2013
42,025,"Carbon County, Pennsylvania",48900.0,65074,2013
42,027,"Centre County, Pennsylvania",50336.0,154460,2013
42,097,"Northumberland County, Pennsylvania",41208.0,94444,2013
42,095,"Northampton County, Pennsylvania",60097.0,298439,2013
42,121,"Venango County, Pennsylvania",41977.0,54590,2013
42,007,"Beaver County, Pennsylvania",49217.0,170382,2013
42,069,"Lackawanna County, Pennsylvania",46044.0,214275,2013
42,083,"McKean County, Pennsylvania",41834.0,43294,2013
42,051,"Fayette County, Pennsylvania",39115.0,136145,2013
42,091,"Montgomery County, Pennsylvania",79183.0,804621,2013
42,033,"Clearfield County, Pennsylvania",41030.0,81536,2013
42,075,"Lebanon County, Pennsylvania",54818.0,134411,2013
42,081,"Lycoming County, Pennsylvania",45430.0,116604,2013
42,093,"Montour County, Pennsylvania",51482.0,18379,2013
42,123,"Warren County, Pennsylvania",43764.0,41429,2013
42,019,"Butler County, Pennsylvania",58230.0,184535,2013
42,047,"Elk County, Pennsylvania",45767.0,31799,2013
42,071,"Lancaster County, Pennsylvania",56483.0,523306,2013
42,085,"Mercer County, Pennsylvania",44301.0,116059,2013
42,105,"Potter County, Pennsylvania",41547.0,17487,2013
42,117,"Tioga County, Pennsylvania",44187.0,42267,2013
44,005,"Newport County, Rhode Island",71713.0,82545,2013
44,007,"Providence County, Rhode Island",49297.0,627469,2013
44,001,"Bristol County, Rhode Island",71238.0,49426,2013
45,003,"Aiken County, South Carolina",44509.0,161710,2013
45,005,"Allendale County, South Carolina",25252.0,10214,2013
45,037,"Edgefield County, South Carolina",43861.0,26698,2013
45,023,"Chester County, South Carolina",33103.0,32879,2013
45,029,"Colleton County, South Carolina",33233.0,38453,2013
45,067,"Marion County, South Carolina",29149.0,32695,2013
45,063,"Lexington County, South Carolina",54061.0,266575,2013
45,073,"Oconee County, South Carolina",41394.0,74419,2013
45,015,"Berkeley County, South Carolina",52427.0,184366,2013
45,019,"Charleston County, South Carolina",50792.0,358736,2013
45,043,"Georgetown County, South Carolina",40131.0,60280,2013
45,069,"Marlboro County, South Carolina",28297.0,28542,2013
45,007,"Anderson County, South Carolina",41579.0,188480,2013
45,025,"Chesterfield County, South Carolina",31252.0,46452,2013
45,047,"Greenwood County, South Carolina",36540.0,69727,2013
45,051,"Horry County, South Carolina",42431.0,276688,2013
45,055,"Kershaw County, South Carolina",43765.0,61918,2013
45,075,"Orangeburg County, South Carolina",34110.0,91836,2013
45,083,"Spartanburg County, South Carolina",42919.0,286789,2013
45,009,"Bamberg County, South Carolina",31483.0,15814,2013
45,013,"Beaufort County, South Carolina",57316.0,165354,2013
45,017,"Calhoun County, South Carolina",40704.0,15109,2013
45,033,"Dillon County, South Carolina",28817.0,31661,2013
45,081,"Saluda County, South Carolina",38514.0,19895,2013
45,079,"Richland County, South Carolina",48359.0,389708,2013
45,039,"Fairfield County, South Carolina",36120.0,23589,2013
45,049,"Hampton County, South Carolina",34233.0,20840,2013
45,045,"Greenville County, South Carolina",49022.0,459857,2013
45,057,"Lancaster County, South Carolina",42217.0,77946,2013
45,035,"Dorchester County, South Carolina",53857.0,139802,2013
45,041,"Florence County, South Carolina",41910.0,137393,2013
45,059,"Laurens County, South Carolina",37383.0,66457,2013
45,065,"McCormick County, South Carolina",40028.0,10091,2013
45,077,"Pickens County, South Carolina",41788.0,119483,2013
45,087,"Union County, South Carolina",32556.0,28594,2013
45,089,"Williamsburg County, South Carolina",25849.0,33944,2013
46,003,"Aurora County, South Dakota",46667.0,2722,2013
46,051,"Grant County, South Dakota",48896.0,7307,2013
46,123,"Tripp County, South Dakota",39324.0,5571,2013
46,113,"Shannon County, South Dakota",25648.0,13829,2013
46,137,"Ziebach County, South Dakota",32708.0,2821,2013
46,115,"Spink County, South Dakota",48911.0,6522,2013
46,015,"Brule County, South Dakota",45284.0,5286,2013
46,011,"Brookings County, South Dakota",46896.0,32295,2013
46,053,"Gregory County, South Dakota",36719.0,4247,2013
46,057,"Hamlin County, South Dakota",55563.0,5925,2013
46,099,"Minnehaha County, South Dakota",52345.0,173108,2013
46,033,"Custer County, South Dakota",50074.0,8306,2013
46,025,"Clark County, South Dakota",49055.0,3635,2013
46,049,"Faulk County, South Dakota",41453.0,2370,2013
46,077,"Kingsbury County, South Dakota",51373.0,5142,2013
46,129,"Walworth County, South Dakota",41826.0,5477,2013
46,027,"Clay County, South Dakota",38173.0,13953,2013
46,037,"Day County, South Dakota",39761.0,5669,2013
46,043,"Douglas County, South Dakota",49200.0,3000,2013
46,065,"Hughes County, South Dakota",59338.0,17238,2013
46,089,"McPherson County, South Dakota",37240.0,2432,2013
46,111,"Sanborn County, South Dakota",48384.0,2348,2013
46,119,"Sully County, South Dakota",54524.0,1420,2013
46,059,"Hand County, South Dakota",47679.0,3433,2013
46,079,"Lake County, South Dakota",48936.0,11564,2013
46,135,"Yankton County, South Dakota",52578.0,22518,2013
46,029,"Codington County, South Dakota",47214.0,27439,2013
46,019,"Butte County, South Dakota",41332.0,10197,2013
46,031,"Corson County, South Dakota",30880.0,4078,2013
46,045,"Edmunds County, South Dakota",49831.0,4051,2013
46,021,"Campbell County, South Dakota",35729.0,1435,2013
46,007,"Bennett County, South Dakota",37607.0,3431,2013
46,117,"Stanley County, South Dakota",54620.0,2966,2013
46,075,"Jones County, South Dakota",44808.0,981,2013
46,107,"Potter County, South Dakota",44556.0,2323,2013
46,125,"Turner County, South Dakota",51925.0,8344,2013
46,023,"Charles Mix County, South Dakota",40102.0,9176,2013
46,061,"Hanson County, South Dakota",55815.0,3377,2013
46,091,"Marshall County, South Dakota",46597.0,4657,2013
46,095,"Mellette County, South Dakota",35109.0,2072,2013
46,105,"Perkins County, South Dakota",38362.0,2943,2013
46,103,"Pennington County, South Dakota",50833.0,102752,2013
46,127,"Union County, South Dakota",63468.0,14575,2013
47,031,"Coffee County, Tennessee",37618.0,53011,2013
47,047,"Fayette County, Tennessee",56618.0,38502,2013
47,067,"Hancock County, Tennessee",23892.0,6737,2013
47,073,"Hawkins County, Tennessee",37357.0,56759,2013
47,091,"Johnson County, Tennessee",29609.0,18158,2013
47,103,"Lincoln County, Tennessee",41571.0,33411,2013
47,111,"Macon County, Tennessee",35306.0,22416,2013
47,127,"Moore County, Tennessee",46170.0,6347,2013
47,147,"Robertson County, Tennessee",52792.0,66623,2013
47,051,"Franklin County, Tennessee",42904.0,40985,2013
47,009,"Blount County, Tennessee",45991.0,123722,2013
47,021,"Cheatham County, Tennessee",52446.0,39213,2013
47,019,"Carter County, Tennessee",31842.0,57438,2013
47,057,"Grainger County, Tennessee",32364.0,22653,2013
47,055,"Giles County, Tennessee",38495.0,29214,2013
47,097,"Lauderdale County, Tennessee",32326.0,27794,2013
47,099,"Lawrence County, Tennessee",37368.0,41927,2013
47,113,"Madison County, Tennessee",41617.0,98261,2013
47,115,"Marion County, Tennessee",41268.0,28214,2013
47,133,"Overton County, Tennessee",34604.0,22109,2013
47,137,"Pickett County, Tennessee",35184.0,5095,2013
47,181,"Wayne County, Tennessee",33198.0,16996,2013
47,187,"Williamson County, Tennessee",89779.0,188935,2013
47,003,"Bedford County, Tennessee",40759.0,45339,2013
47,059,"Greene County, Tennessee",35545.0,68679,2013
47,035,"Cumberland County, Tennessee",37188.0,56589,2013
47,175,"Van Buren County, Tennessee",33547.0,5562,2013
47,025,"Claiborne County, Tennessee",33229.0,31915,2013
47,081,"Hickman County, Tennessee",39581.0,24428,2013
47,085,"Humphreys County, Tennessee",42846.0,18392,2013
47,141,"Putnam County, Tennessee",33709.0,72702,2013
47,155,"Sevier County, Tennessee",43649.0,91295,2013
47,161,"Stewart County, Tennessee",39781.0,13313,2013
47,023,"Chester County, Tennessee",41875.0,17151,2013
47,039,"Decatur County, Tennessee",36258.0,11695,2013
47,087,"Jackson County, Tennessee",33386.0,11527,2013
47,109,"McNairy County, Tennessee",33452.0,26066,2013
47,145,"Roane County, Tennessee",42223.0,53765,2013
47,011,"Bradley County, Tennessee",41083.0,100070,2013
47,063,"Hamblen County, Tennessee",39596.0,62721,2013
47,173,"Union County, Tennessee",34399.0,19177,2013
47,071,"Hardin County, Tennessee",33622.0,26011,2013
47,043,"Dickson County, Tennessee",44318.0,49926,2013
47,129,"Morgan County, Tennessee",37631.0,21964,2013
47,123,"Monroe County, Tennessee",37595.0,44857,2013
47,079,"Henry County, Tennessee",36950.0,32293,2013
47,033,"Crockett County, Tennessee",36066.0,14576,2013
47,095,"Lake County, Tennessee",27115.0,7773,2013
47,093,"Knox County, Tennessee",47694.0,436983,2013
47,107,"McMinn County, Tennessee",39410.0,52338,2013
47,117,"Marshall County, Tennessee",42291.0,30818,2013
47,143,"Rhea County, Tennessee",36741.0,32080,2013
47,151,"Scott County, Tennessee",28401.0,22154,2013
47,001,"Anderson County, Tennessee",43620.0,75263,2013
47,049,"Fentress County, Tennessee",29192.0,17943,2013
47,053,"Gibson County, Tennessee",38343.0,49664,2013
47,069,"Hardeman County, Tennessee",30973.0,26897,2013
47,105,"Loudon County, Tennessee",51074.0,49188,2013
47,149,"Rutherford County, Tennessee",55401.0,269407,2013
47,159,"Smith County, Tennessee",42383.0,19134,2013
47,189,"Wilson County, Tennessee",60390.0,116948,2013
47,171,"Unicoi County, Tennessee",32292.0,18254,2013
54,035,"Jackson County, West Virginia",40376.0,29229,2013
54,055,"Mercer County, West Virginia",34842.0,62261,2013
54,097,"Upshur County, West Virginia",39381.0,24371,2013
54,101,"Webster County, West Virginia",27645.0,9073,2013
54,003,"Berkeley County, West Virginia",53515.0,105812,2013
54,019,"Fayette County, West Virginia",33771.0,45889,2013
55,051,"Iron County, Wisconsin",39051.0,5937,2013
55,019,"Clark County, Wisconsin",43276.0,34630,2013
55,109,"St. Croix County, Wisconsin",68426.0,84912,2013
55,083,"Oconto County, Wisconsin",51615.0,37531,2013
55,069,"Lincoln County, Wisconsin",49021.0,28650,2013
55,135,"Waupaca County, Wisconsin",50822.0,52300,2013
55,005,"Barron County, Wisconsin",44054.0,45826,2013
55,113,"Sawyer County, Wisconsin",39904.0,16542,2013
55,047,"Green Lake County, Wisconsin",46994.0,19042,2013
55,099,"Price County, Wisconsin",42644.0,14025,2013
55,077,"Marquette County, Wisconsin",46077.0,15308,2013
55,075,"Marinette County, Wisconsin",40490.0,41632,2013
55,079,"Milwaukee County, Wisconsin",43193.0,950527,2013
55,101,"Racine County, Wisconsin",54090.0,195045,2013
55,033,"Dunn County, Wisconsin",48893.0,43871,2013
55,041,"Forest County, Wisconsin",39963.0,9255,2013
55,043,"Grant County, Wisconsin",46963.0,51080,2013
55,107,"Rusk County, Wisconsin",38658.0,14571,2013
55,117,"Sheboygan County, Wisconsin",52920.0,115235,2013
55,078,"Menominee County, Wisconsin",33333.0,4292,2013
55,087,"Outagamie County, Wisconsin",58318.0,178013,2013
55,011,"Buffalo County, Wisconsin",47384.0,13466,2013
55,021,"Columbia County, Wisconsin",57922.0,56647,2013
55,063,"La Crosse County, Wisconsin",51339.0,115420,2013
55,009,"Brown County, Wisconsin",53119.0,250597,2013
55,073,"Marathon County, Wisconsin",53363.0,134497,2013
55,085,"Oneida County, Wisconsin",45759.0,35868,2013
55,121,"Trempealeau County, Wisconsin",49143.0,29098,2013
55,133,"Waukesha County, Wisconsin",75850.0,391200,2013
55,027,"Dodge County, Wisconsin",53075.0,88598,2013
55,125,"Vilas County, Wisconsin",40833.0,21401,2013
55,023,"Crawford County, Wisconsin",42235.0,16578,2013
55,071,"Manitowoc County, Wisconsin",48881.0,81098,2013
55,111,"Sauk County, Wisconsin",52140.0,62353,2013
55,013,"Burnett County, Wisconsin",39564.0,15449,2013
55,017,"Chippewa County, Wisconsin",50551.0,62676,2013
55,029,"Door County, Wisconsin",50438.0,27826,2013
55,039,"Fond du Lac County, Wisconsin",53820.0,101666,2013
55,053,"Jackson County, Wisconsin",44149.0,20506,2013
55,091,"Pepin County, Wisconsin",47701.0,7417,2013
55,089,"Ozaukee County, Wisconsin",75457.0,86708,2013
55,103,"Richland County, Wisconsin",45271.0,17911,2013
55,045,"Green County, Wisconsin",55584.0,36901,2013
55,115,"Shawano County, Wisconsin",46559.0,41776,2013
55,067,"Langlade County, Wisconsin",42389.0,19838,2013
55,123,"Vernon County, Wisconsin",45488.0,30002,2013
55,061,"Kewaunee County, Wisconsin",53588.0,20578,2013
55,035,"Eau Claire County, Wisconsin",48090.0,99788,2013
55,095,"Polk County, Wisconsin",48538.0,43905,2013
55,129,"Washburn County, Wisconsin",41924.0,15842,2013
55,127,"Walworth County, Wisconsin",54020.0,102619,2013
55,057,"Juneau County, Wisconsin",45297.0,26673,2013
55,131,"Washington County, Wisconsin",66159.0,132186,2013
55,025,"Dane County, Wisconsin",61721.0,496762,2013
55,031,"Douglas County, Wisconsin",45418.0,43994,2013
55,049,"Iowa County, Wisconsin",55659.0,23709,2013
55,097,"Portage County, Wisconsin",50996.0,70136,2013
55,119,"Taylor County, Wisconsin",44869.0,20633,2013
55,001,"Adams County, Wisconsin",44897.0,20741,2013
55,081,"Monroe County, Wisconsin",49774.0,44953,2013
55,003,"Ashland County, Wisconsin",38550.0,16068,2013
55,055,"Jefferson County, Wisconsin",53454.0,83985,2013
56,005,"Campbell County, Wyoming",79488.0,46901,2013
56,025,"Natrona County, Wyoming",57791.0,77343,2013
56,027,"Niobrara County, Wyoming",38438.0,2495,2013
48,407,"San Jacinto County, Texas",46107.0,26669,2013
48,459,"Upshur County, Texas",46600.0,39640,2013
48,473,"Waller County, Texas",50097.0,43836,2013
48,493,"Wilson County, Texas",64571.0,43753,2013
48,219,"Hockley County, Texas",50565.0,23115,2013
48,329,"Midland County, Texas",62993.0,142289,2013
48,299,"Llano County, Texas",44094.0,19223,2013
48,147,"Fannin County, Texas",44355.0,33819,2013
48,041,"Brazos County, Texas",38310.0,197642,2013
48,165,"Gaines County, Texas",52910.0,18019,2013
48,179,"Gray County, Texas",43504.0,22777,2013
48,237,"Jack County, Texas",49038.0,9012,2013
48,035,"Bosque County, Texas",44742.0,18094,2013
48,029,"Bexar County, Texas",50112.0,1753238,2013
48,023,"Baylor County, Texas",33445.0,3678,2013
48,121,"Denton County, Texas",74155.0,687857,2013
48,167,"Galveston County, Texas",61877.0,296669,2013
48,393,"Roberts County, Texas",67321.0,1030,2013
48,463,"Uvalde County, Texas",34902.0,26578,2013
48,037,"Bowie County, Texas",42346.0,92851,2013
48,263,"Kent County, Texas",46875.0,913,2013
48,425,"Somervell County, Texas",55269.0,8537,2013
48,199,"Hardin County, Texas",53013.0,54945,2013
48,289,"Leon County, Texas",44452.0,16802,2013
48,351,"Newton County, Texas",37246.0,14340,2013
48,389,"Reeves County, Texas",40571.0,13775,2013
48,453,"Travis County, Texas",58025.0,1063248,2013
48,087,"Collingsworth County, Texas",41576.0,3061,2013
48,143,"Erath County, Texas",39586.0,38744,2013
48,345,"Motley County, Texas",35845.0,1182,2013
48,083,"Coleman County, Texas",31373.0,8744,2013
48,325,"Medina County, Texas",55326.0,46512,2013
48,213,"Henderson County, Texas",40900.0,78636,2013
48,277,"Lamar County, Texas",40104.0,49751,2013
48,267,"Kimble County, Texas",43424.0,4566,2013
48,477,"Washington County, Texas",44858.0,33863,2013
48,429,"Stephens County, Texas",41728.0,9493,2013
48,003,"Andrews County, Texas",57825.0,15554,2013
48,177,"Gonzales County, Texas",39248.0,19920,2013
48,305,"Lynn County, Texas",44375.0,5841,2013
48,505,"Zapata County, Texas",31109.0,14164,2013
48,221,"Hood County, Texas",55754.0,51756,2013
48,269,"King County, Texas",65000.0,321,2013
48,073,"Cherokee County, Texas",38378.0,50865,2013
48,119,"Delta County, Texas",40375.0,5237,2013
48,253,"Jones County, Texas",41297.0,20079,2013
48,249,"Jim Wells County, Texas",40585.0,41217,2013
48,111,"Dallam County, Texas",40895.0,6854,2013
48,157,"Fort Bend County, Texas",85297.0,608939,2013
48,235,"Irion County, Texas",50357.0,1603,2013
48,489,"Willacy County, Texas",25886.0,22039,2013
48,115,"Dawson County, Texas",39714.0,13771,2013
48,051,"Burleson County, Texas",45651.0,17201,2013
48,355,"Nueces County, Texas",47057.0,344257,2013
48,379,"Rains County, Texas",44478.0,10989,2013
48,385,"Real County, Texas",33885.0,3348,2013
48,431,"Sterling County, Texas",50543.0,1358,2013
48,065,"Carson County, Texas",65026.0,6158,2013
48,161,"Freestone County, Texas",44502.0,19657,2013
48,197,"Hardeman County, Texas",36377.0,4087,2013
48,045,"Briscoe County, Texas",36250.0,1615,2013
48,291,"Liberty County, Texas",47228.0,76013,2013
48,301,"Loving County, Texas",68750.0,87,2013
48,395,"Robertson County, Texas",40601.0,16574,2013
48,401,"Rusk County, Texas",45752.0,53508,2013
48,455,"Trinity County, Texas",34555.0,14460,2013
48,019,"Bandera County, Texas",49215.0,20533,2013
48,075,"Childress County, Texas",47532.0,7057,2013
48,091,"Comal County, Texas",65839.0,112083,2013
48,225,"Houston County, Texas",33119.0,23365,2013
48,349,"Navarro County, Texas",40795.0,47883,2013
48,415,"Scurry County, Texas",47513.0,17014,2013
48,433,"Stonewall County, Texas",42429.0,1363,2013
48,021,"Bastrop County, Texas",51750.0,74730,2013
48,025,"Bee County, Texas",43690.0,32281,2013
48,103,"Crane County, Texas",50417.0,4484,2013
50,021,"Rutland County, Vermont",49271.0,61270,2013
50,017,"Orange County, Vermont",52480.0,28966,2013
50,027,"Windsor County, Vermont",52460.0,56416,2013
49,049,"Utah County, Utah",60196.0,529262,2013
49,013,"Duchesne County, Utah",57683.0,19109,2013
49,047,"Uintah County, Utah",62067.0,33722,2013
49,011,"Davis County, Utah",69707.0,311886,2013
49,015,"Emery County, Utah",52763.0,10895,2013
49,017,"Garfield County, Utah",45357.0,5123,2013
51,093,"Isle of Wight County, Virginia",63942.0,35373,2013
51,620,"Franklin city, Virginia",31928.0,8539,2013
51,540,"Charlottesville city, Virginia",44601.0,43663,2013
51,087,"Henrico County, Virginia",61048.0,311314,2013
51,101,"King William County, Virginia",62670.0,15959,2013
51,109,"Louisa County, Virginia",54518.0,33384,2013
51,119,"Middlesex County, Virginia",53309.0,10851,2013
51,159,"Richmond County, Virginia",47083.0,9140,2013
51,177,"Spotsylvania County, Virginia",78345.0,124319,2013
51,043,"Clarke County, Virginia",77597.0,14191,2013
51,097,"King and Queen County, Virginia",48372.0,7020,2013
51,127,"New Kent County, Virginia",70618.0,18791,2013
05,105,"Perry County, Arkansas",42455.0,10381,2013
05,111,"Poinsett County, Arkansas",32089.0,24403,2013
05,133,"Sevier County, Arkansas",35153.0,17137,2013
05,013,"Calhoun County, Arkansas",30980.0,5319,2013
05,011,"Bradley County, Arkansas",30409.0,11418,2013
05,075,"Lawrence County, Arkansas",32239.0,17227,2013
05,113,"Polk County, Arkansas",32835.0,20540,2013
05,029,"Conway County, Arkansas",35225.0,21235,2013
05,101,"Newton County, Arkansas",30038.0,8211,2013
05,081,"Little River County, Arkansas",39673.0,12992,2013
05,085,"Lonoke County, Arkansas",52582.0,69266,2013
05,091,"Miller County, Arkansas",41319.0,43515,2013
05,123,"St. Francis County, Arkansas",30873.0,27914,2013
05,145,"White County, Arkansas",42487.0,77767,2013
06,047,"Merced County, California",42591.0,258707,2013
06,043,"Mariposa County, California",49820.0,18061,2013
06,115,"Yuba County, California",44902.0,72574,2013
06,013,"Contra Costa County, California",78756.0,1065794,2013
06,035,"Lassen County, California",53107.0,34018,2013
06,099,"Stanislaus County, California",49297.0,518321,2013
06,097,"Sonoma County, California",63356.0,487469,2013
06,103,"Tehama County, California",41924.0,63241,2013
06,051,"Mono County, California",61757.0,14217,2013
06,069,"San Benito County, California",66237.0,56115,2013
06,067,"Sacramento County, California",55064.0,1435207,2013
06,017,"El Dorado County, California",69297.0,180982,2013
06,053,"Monterey County, California",59168.0,420569,2013
06,091,"Sierra County, California",39009.0,3127,2013
13,091,"Dodge County, Georgia",37292.0,21502,2013
13,057,"Cherokee County, Georgia",67261.0,218277,2013
13,177,"Lee County, Georgia",60104.0,28631,2013
13,227,"Pickens County, Georgia",51383.0,29486,2013
13,075,"Cook County, Georgia",34985.0,17066,2013
13,121,"Fulton County, Georgia",56857.0,948554,2013
15,001,"Hawaii County, Hawaii",51250.0,187044,2013
15,007,"Kauai County, Hawaii",62052.0,67872,2013
16,031,"Cassia County, Idaho",42039.0,23054,2013
16,063,"Lincoln County, Idaho",42433.0,5221,2013
16,041,"Franklin County, Idaho",44962.0,12801,2013
16,027,"Canyon County, Idaho",42105.0,192153,2013
16,057,"Latah County, Idaho",41735.0,37636,2013
16,009,"Benewah County, Idaho",39049.0,9186,2013
16,033,"Clark County, Idaho",33200.0,751,2013
16,043,"Fremont County, Idaho",44520.0,13088,2013
16,049,"Idaho County, Idaho",37349.0,16269,2013
16,077,"Power County, Idaho",44212.0,7756,2013
17,119,"Madison County, Illinois",53633.0,268373,2013
17,131,"Mercer County, Illinois",53136.0,16325,2013
17,167,"Sangamon County, Illinois",55449.0,198269,2013
17,157,"Randolph County, Illinois",47427.0,33218,2013
17,141,"Ogle County, Illinois",54541.0,53092,2013
17,177,"Stephenson County, Illinois",43472.0,47315,2013
17,193,"White County, Illinois",42914.0,14630,2013
17,071,"Henderson County, Illinois",49389.0,7186,2013
17,113,"McLean County, Illinois",62089.0,171240,2013
17,149,"Pike County, Illinois",39845.0,16337,2013
17,161,"Rock Island County, Illinois",48702.0,147477,2013
17,185,"Wabash County, Illinois",47365.0,11848,2013
17,035,"Cumberland County, Illinois",43958.0,11015,2013
51,051,"Dickenson County, Virginia",33318.0,15749,2013
51,107,"Loudoun County, Virginia",122238.0,326477,2013
51,161,"Roanoke County, Virginia",60795.0,92824,2013
51,091,"Highland County, Virginia",49625.0,2276,2013
51,073,"Gloucester County, Virginia",60519.0,36868,2013
51,145,"Powhatan County, Virginia",76548.0,28108,2013
51,061,"Fauquier County, Virginia",88409.0,66015,2013
51,550,"Chesapeake city, Virginia",69743.0,225597,2013
51,003,"Albemarle County, Virginia",67725.0,100636,2013
51,019,"Bedford County, Virginia",57596.0,69175,2013
51,195,"Wise County, Virginia",36218.0,41154,2013
51,740,"Portsmouth city, Virginia",46166.0,95901,2013
51,005,"Alleghany County, Virginia",44848.0,16240,2013
51,640,"Galax city, Virginia",30325.0,6977,2013
51,133,"Northumberland County, Virginia",51342.0,12334,2013
51,187,"Warren County, Virginia",61610.0,37836,2013
51,630,"Fredericksburg city, Virginia",47040.0,25931,2013
51,013,"Arlington County, Virginia",103208.0,214861,2013
51,670,"Hopewell city, Virginia",37933.0,22429,2013
51,069,"Frederick County, Virginia",68424.0,79453,2013
51,199,"York County, Virginia",82073.0,65762,2013
51,125,"Nelson County, Virginia",48789.0,14940,2013
51,143,"Pittsylvania County, Virginia",42143.0,63077,2013
51,610,"Falls Church city, Virginia",120000.0,12731,2013
51,735,"Poquoson city, Virginia",81892.0,12117,2013
51,820,"Waynesboro city, Virginia",44847.0,21099,2013
51,775,"Salem city, Virginia",48733.0,24950,2013
51,710,"Norfolk city, Virginia",44747.0,244090,2013
51,059,"Fairfax County, Virginia",110292.0,1101071,2013
53,037,"Kittitas County, Washington",42982.0,41291,2013
53,005,"Benton County, Washington",60485.0,178992,2013
53,019,"Ferry County, Washington",37571.0,7623,2013
53,017,"Douglas County, Washington",51908.0,38807,2013
53,053,"Pierce County, Washington",59204.0,805434,2013
